ID,Provider Name,Provider Address,Provider City,Provider State,PostalCode,Phone1_Type,Phone1_Number,Phone2_Type,Phone2_Number,FaxNumber,WebsiteUrl,USEFUL,FINDABLE,USABLE,TOTAL_SCORE,NOTES,Medicare,EmailAddress,ContactName,ContactBusinessTitle,HOUSING,COMMUNITY SUPPORT & HEALTH SERVICES,OUTDOOR SPACES AND BUILDINGS,RESPECT AND SOCIAL INCLUSION,TRANSPORT,CIVIC PARTICIPATION & EMPLOYMENT,COMMUNICATION & INFORMATION,SOCIAL PARTICIPATION,Elderly and Disabled,Assisted Living,Independent Living,Bridge to Independence,Traumatic Brain Injury / Spinal Cord Injury,Intellectual Disability / Developmental Disability,Private Pay: Credit,Private Pay: Cash,Other,Private Insurance,Medicaid,Private Pay: Check
231,Calhoun Health Services Nursing Home*,152 Burke-Calhoun City Road,Calhoun City,MS,38916,Main,6626286651,,,,,7,6,7,20,,0,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
232,Camellia Home Health*,11703 Highland Circle,Gulfport,MS,39503,Main,2283742273,,,,https://olera.care/provider/camellia-home-health-hospice,7,6,7,20,,1,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
233,Camellia Home Health - Bay St. Louis*,202-C Drinkwater Boulevard,Bay St. Louis,MS,39520,Main,2284677696,Other,2284678384,,,7,5,7,19,,1,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
234,Camellia Home Health - Picayune*,616 Canal Street,Picayune,MS,39466,Main,6017995160,,,(601) 799-5325,,7,5,7,19,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1
235,Camellia Home Health and Hospice*,133 Mayfair Road,Hattiesburg,MS,39402,Main,6012680408,,,,,7,5,7,19,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
236,Camellia Hospice*,133 Mayfair Road,Hattiesburg,MS,39402,Main,6012648691,,,,,7,5,7,19,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0
237,Camellia Hospice of the Gulf Coast*,"999 Howard Avenue, Suite 3",Biloxi,MS,39530,Main,2283744434,,,,,7,5,7,19,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0
238,C and C Drugs*,204 Main Street,Collins,MS,39428,Main,6017656817,,,(601) 765-1939,https://www.facebook.com/CCDRUGS/,5,7,7,19,locally owned pharmacy,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
239,Canterbury Apartments*,810 Airport Road,Indianola,MS,38751,Main,6628876114,,,,,,,,0,call 1: no answer,0,www.burnhamdrugs@aol.com,Barbara A. Lockhart,,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
240,Canterbury Crest*,1531 Tyler Cove,Oxford,MS,38655,Main,6628876114,,,,www.unitedchurchhomes.org,7,6,7,20,,0,www.burnhamdrugs@aol.com,,,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
241,CapTel Outreach* ,1500 Olympic Boulevard,Santa Monica,CA,90404,Contact Person,6018639053,,,,http://www.weitbrecht.com,5,5,5,15,caption telephones. Could be useful for some? ,0,claire.grothe@oeius.org,Claire Grothe,OEI Representative,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0
242,CaptionCall,4215 Riverboat Road,Salt Lake City,UT,84123,,,,,,captioncall.com,5,5,5,15,,1,,,,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0
243,Cardio Source Corporation* ,16961A Highway 180 West,Gulf Shores,AL,36542,Main,2519673719,,,,,1,1,1,3,,1,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
244,Care at Residence Services,1615 Ridgewood Drive,Columbia,MS,39429,Main,6017367383,,,,http://careatresidence.com,7,7,7,21,,0,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
245,Caregivers Incorporated* ,699 West Main Street,Hendersonville,TN,37075,Main,6152648648,,,615.340.0091,www.caregiversinc.net,3,5,5,13,NO Mississippi locations,0,caregiverinc@aol.com,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
246,CARE LODGE,162 23rd Avenue,Meridian,MS,39302,Main,6152648648,,,601.482.8718,http://www.carelodge.com,4,7,6,17,domestic abuse shelter--not sure how relevant this is for the aging population? Doesn't mention elder abuse specifically ,0,carelodge@bellsouth.net,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
247,Caremed*,10394 Express Drive,Gulfport,MS,39503,Main,2288971881,Other,2288971956,,www.rotech.com,7,7,7,21,,1,carelodge@bellsouth.net,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
248,Caremed Medical Equipment*,14231 Seaway Road,Gulfport,MS,39503,Main,2288971834,,,,,1,1,1,3,number goes to different unrelated company. no website,0,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
249,"Care One Health, LLC*",6 Siebenkittel Circle,Carriere,MS,39426,Main,6013235523,,,(601) 510-3079,,1,1,1,3,,1,careonehealthms@gmail.com,Stacey Lathan,Director,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
250,Care Point Health Products* ,4860 Cox Road,Glen Allen,VA,23060,Main,8047478900,,,(,,1,1,1,3,,1,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
251,Carerx Express,5323 Machost Road, Zachary,LA,70791,Main,2256580608,,,(601) 981-4513,,1,1,1,3,,0,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
252,Carey Brashier *,2319 Highway 145,Saltillo,MS,38866,Main,6628699980,,,(,,1,1,1,3,,1,www.burnhamdrugs@aol.com,,Physical Therapist,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
253,Carey Freeze *,710 City Avenue North,Ripley,MS,38663,Main,6628376060,,,(,,1,1,1,3,,1,www.burnhamdrugs@aol.com,,Speech Therapist,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
254,Caring 4 You ,1580 Highway 24,Woodville,MS,39669,Main,6018884333,,,(601) 888-4399,,7,6,6,19,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
255,Caring Hands Healthcare Service *,312 Road 51,Tupelo,MS,38801,Main,6622314909,Main,6623694929,,,1,1,1,3,"number is to an unrelated individual. can't find this online. There's a different one called ""A Caring Hand Healthcare"" in Tupelo... ",1,www.burnhamdrugs@aol.com,Cheryl Cousins,Homemaker ,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
256,Caring Hands Personal Care Services,"1814 Columbia Avenue, Suite B",Prentiss,MS,39474,Main,6017929329,,,(601) 792-0664,,1,1,1,3,Permanently closed,0,caringhandspersonalcare39474@yahoo.com,Kimberly Gholar,Director,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
257,Caring Heart and Hands House Adult Daycare Center ,217 East Franklin Street,Tupelo,MS,38804,Main,6628427970,,,(662) 8427972,www.caringheartandhandsadc.com ,7,7,7,21,,0,csadler22@yahoo.com,Gwendolyn Hudson,Program Director,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
258,Caritas Manor ,145 West 10th Avenue,Petal,MS,39465,Main,6015457740,Other,6015457744,,,6,6,6,18,call 1: no answer. Unsure if this is a senior complex,0,mhall@broadmoor.org,,,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1
259,Carlow Manor *,15195 Barbara Drive,Gulfport,MS,39503,Main,2285390704,Other,2285390707,,https://www.facebook.com/CarlowManor/,7,6,7,20,,0,carlowmanor@sunstatesmgmt.com,,,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1
260,Carthage Ambulance-dba Lifecare EMS ,101 West Water Street,Carthage,MS,39051,Other,6012675500,Main,6012674104,(601) 267-4417,lifecareems.net ,1,1,1,3,web link doesn't work. ,0,,Leigh Magee,Operations Manager,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
261,Carthage WIN Job Center*,202 C. O. Brooks Street,Carthage,MS,39051,Main,6012679282,,,(601) 267-9399,https://mdes.ms.gov,5,7,6,18,has info on senior employment program,0,jblanton@mdes.ms.gov,Jaye Blanton,Manager,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
262,Catholic Diocese of Biloxi and Gulfport *,1450 North Street,Gulfport,MS,39507,Main,6012679282,,,(601) 960-8493,www.biloxidiocese.org ,4,6,6,16,,0,mhall@broadmoor.org,,,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
263,Catholic Social & Community Services - Bay St. Louis,2074 D Highway 90,Bay St. Louis,MS,39576,Main,2284672600,,,,https://biloxidiocese.org/social-services,4,6,6,16,,0,,,,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
264,"Cathryne Wells, Speech/Language Pathologist *",2 Southern Pointe Parkway,Hattiesburg,MS,39402,Main,6012615159,,,,,4,5,5,14,,0,mhall@broadmoor.org,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1
265,CCI Homecare *,316 Central Avenue,Laurel,MS,39440,Main,6014253047,,,,,1,1,1,3,phone number not in service/no website,1,mhall@broadmoor.org,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
266,CCI Professional Healthcare Hospice*,316 Central Avenue,Laurel,MS,39440,Main,6014253047,,,,,1,1,1,3,phone number not in service/no website,1,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
267,CCS Medical * ,14255 49th Street North,Clearwater,FL,33762,Main,8007269811,,,,https://www.ccsmed.com ,1,1,1,3, ,1,mhall@broadmoor.org,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1
268,CCS Medical * ,1505 Lyndon B. Johnson Freeway,Farmers Branch,TX,75234,Main,9726282100,,,,https://www.ccsmed.com ,1,1,1,3,,1,mhall@broadmoor.org,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1
269,Cedar Grove Apartments *,91 Cedar Grove Drive,Goodman,MS,39079,Main,6626536663,,,,,1,1,1,3,number to different complex.. can't find a number that works for this complex,0,mhall@broadmoor.org,,,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
270,Cedar  Lake Family Practice *,2809 Denny,Pascagoula,MS,39581,Main,2283540281,Other,2283540282,,www.mysrhs.com ,1,1,1,3,"web link doesn't work, cannot locate this clinic online at all--can find a business by this name in biloxi at a diff. address",1,mhall@broadmoor.org,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
271,Cedar Lake Imaging Center LLC *,1720 Medical Park Drive,Biloxi,MS,39532,Main,2283961601,,,,www.biloxiregional.net ,7,6,7,20,"site doesn't take you directly to imaging center, but site very clearly lists available services at the biloxi regional med center. very user friendly site",0,mhall@broadmoor.org,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
272,Cedar Lake Internal Medicine *,2809 Denny,Pascagoula,MS,39581,Main,2283880063,Other,2283881701,,www.mysrhs.com,1,1,1,3,web link doesn't seem to work. cannot locate online in pascagoula--can locate this business name in Gautier at diff. address.,1,mhall@broadmoor.org,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
273,Cedar Lake Pet Hospital *,944 Cedar Lake Road,Biloxi,MS,39532,Main,2283927444,,,,,1,1,1,3,,0,mhall@broadmoor.org,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
274,"Centennial  Professional Therapy (DSS Staffing,  Branch Office) ",303 Perimeter Center North ,Atlanta,GA,30346,Main,6786908558,,,(770) 693-7108,,1,1,1,3,,1,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1
275,Center for Encouragement *,94 Cowart Street,Lucedale,MS,39452,Main,2287622340,,,,www.co.jackson.ms.us/BC/BC ,4,3,4,11,center for encouragement cannot be found on site. not very useful,0,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
276,Central Baptist Church*,5402 Highway 49 South,Hattiesburg,MS,39401,Main,6015440186,,,601-645-5219,www.thecentralbaptist.com ,4,7,6,17,,0,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
277,Fresenius Kidney Care Forest,570 Deerfield Dr,Forest,MS,39074,Main,6014693390,Other,8008815101,(601) 469-5451,https://www.freseniuskidneycare.com/dialysis-centers/mississippi/1672,6,7,7,20,dialysis center,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0
278,Central Healthcare Incorporated * ,184 Shuman Boulevard,Naperville,IL,60563,Main,8004785070,Other,8005260844,630-369-5436,,1,1,1,3,,1,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1
279,Central Louisiana Home Oxygen *,577 Cutting Horse Lane,Batesville,MS,38606,Main,6625787641,,,,,1,1,1,3,no longer around,1,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
280,"Central Medical Equipment, Incorporated",807 Highway 35 South,Carthage,MS,39051,Main,6012678335,,,(601) 267-9575,,1,1,1,3,Permanently closed,0,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
281,"Central Mississippi, Inc*",Post Office Box 749,Winona,MS,38967,Main,6622834781,Main,6012832227,662.283.5180,http://www.cmicsp.org/ ,5,7,7,19,most useful component here is probably transportation services,0,,Vanesa Topps,Director,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
282,"Central Mississippi, Incorporated-Greenwood *",2507 Browning Road,Greenwood,MS,38930,Main,6624553497,,,,,5,6,7,18,,0,www.burnhamdrugs@aol.com,Pamela Gray,Director,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
283,Central Mississippi Health Clinic*,905 C South Frontage Road,Meridian,MS,39301,Main,6014864210,,,(601) 486-4219,www.rush.com,1,1,1,3,link no good. this business seems to no longer exist,1,,Daphne,X Ray Technician/Senior Receptionist,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
284,Central Mississippi Planning and Development District ,1170 Lakeland Drive,Jackson,MS,39216,Main,6014864210,,,(601) 981-1515,www.cmpdd.org/area-agency-on-aging/,7,6,7,20,area angency on aging ,1,cmpdd@cmpdd.org,,,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0
285,Century Oaks*,1718 Pass Road,Biloxi,MS,39531,Main,2284350055,Toll Free Hotline,8779021480,,https://centuryoaksadultcommunity.com,7,7,7,21,55+,,,,,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
286, CFI Prosthetics and Orthotic  ,1665 North Shelby Oaks Drive,Memphis,TN,38134,Main,9017250060,,,(318) 636-3746,www.cfipando.com ,1,1,1,3,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
287,Chandler Drug Incorporated - DME,131 Main Street,Calhoun City,MS,38916,Main,6626265331,,,,,1,1,1,3,number not in service. may have gone out of business,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
288,Chapel of Angels Funeral Home - Laurel,823 Dr. Martin Luther King Avenue,Laurel,MS,39443,Main,6014282011,,,,https://www.chapelofangelsfh.net,5,7,7,19,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1
289,Chapman Oaks,210 Roberts Avenue,Long Beach,MS,39560,Main,2288687199,,,(228) 868-7199,,1,1,1,3,Permanently closed,1,,Brenda Chapman,Owner,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
290,Charles L. Walker Senior Center*,4008 8th Street,Gulfport,MS,39501,Main,2288687199,,,(228) 575-4536,https://seniorcenter.us/sc/charles_l_walker_senior_center_gulfport_ms,7,6,6,19,,0,,,,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
291,Charleston Place,Post Office Box 337,Fulton,MS,38843,Main,6628622465,,,(662) 862-5170,http://charlestonplacefulton.com,6,7,7,20,,0,lhughes@charlestonplacefulton.com,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
292,Charter Medical LLC,510 Azalea Dr,Oxford,MS,38655,Main,6625339000,,,,https://www.charter-medical.com,7,7,7,21,medical supply,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
293,Charter Medical of Greenville,1654 South Colorado St,Greenville,MS,38703,Main,6623358420,Other,6623358421,,https://www.charterofgreenville.com,7,7,7,21,medical supply,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
294,Chateau Adult Day Center,3712 Highway 15 North,Laurel,MS,39440,Main,6016512340,,,(601) 340-3131,https://thechateauway.com,6,7,7,20,,0,chateau_adc@yahoo.com,Michellda Bradshaw,Co-Owner,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
295,Cheyennes Total Care and Transportation,10742 Highway 45 Alternate,Prarie,MS,39756,Main,6623690430,,,,,1,1,1,3,Temproarily closed,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
296,Childrens Health Center of Columbus,114 North Lehmberg Road,Columbus,MS,39702,Main,6623292955,,,,,1,1,1,3,,0,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
297,Choctaw County Baptist Association,7420 Mississippi Highway 51,Ackerman,MS,39735,Main,6622857492,,,,,1,1,1,3,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
298,Christ Anointing Hands Adult Day Care,813 West Grand Avenue ,Inverness,MS,38753,Main,6623787681,,,,,1,1,1,3,Temporarily closed,0,wecareadult@att.net,Dyana Moore ,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
299,Christian Fellowship Church,Post Office Box 411,Houston,MS,38851,Main,6624569923,,,,,4,4,4,12,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
300,Christian Services Center,301 East 2nd Street,Hattiesburg,MS,39401,Main,6015825683,,,(601) 544-9903,www.Christianserve.org,5,7,7,19,food and utility assistance,0,Volunteer.christiansservices@gmail.com,Jim Prout,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
301,Christian Sitters  ,4808 North State Street,Jackson,MS,39206,Main,6019822277,,,,https://www.christiansittersinc.com/,6,7,7,20,,0,info@christiansittersinc.com,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1
302,Christopher's Personal Care ,885 Highway 178 East,Holly Springs ,MS,38635,Main,6625511122,,,(662) 551-1635,http://www.assistedliving.com/mississippi/holly-springs/christophers-personal-care-home/,6,7,7,20,good resource to find all assisted living facilities in MS,0,,,,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1
303,Chronic Disease Fund,6900 North Dallas Parkway ,Plano,TX,75024,Main,8779687233,,,,www.cdfund.org,1,1,1,3,,0,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
304,Churches United Food Bank Of Pontotoc,3041 Highway 345,Pontotoc,MS,38863,Main,6624893087,Contact Person,6624891218,,,4,4,4,12,only open 1 day/month for two hours. ,0,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
305,Church of Christ South 61 ,2 Beau Pre Road,Natchez,MS,39120-9723,Main,6014422101,,,,,4,4,4,12,,0,,Coleman K  Allman,Pastor,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
306,Circle of Hope*,6619 Highway 305 North ,Olive Branch,MS,38654,Contact Person,9012463127,,,,http://www.circleofhope-survival.com/support.html ,1,1,1,3,link doesn't work,0,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
307,City Drug Store ,3281 Jefferson Street,Macon,MS,39341,Main,6627265143,,,,https://maconcitydrugstore.com/services,7,7,7,21,website has a pill identifier feature,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
308,"City Home Care, LLC",3324 Goodman Road,Southaven,MS,38672,Main,6012134893,,,,,1,1,1,3,no longer exists. number to a hotel,0,,,,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
309,"City Medical Supply, LLC",615 City Ave N,Ripley,MS,38663,Main,6628376000,,,,https://www.facebook.com/CityMedicalSupplyMS/,7,7,7,21,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
310,City of Pearl/Wilmoth Center ,2420 Old Brandon Road,Pearl,MS,39208,Main,6019322262,,,,www.cityofpearl.com,6,6,6,18,has info for senior services,0,city@cityofpearl.com,,,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
311,City of Wiggins*,117 North 1st St.,Wiggins,MS,39577,Main,6019287221,,,(601) 631-3764,,4,4,4,12,,0,www.burnhamdrugs@aol.com,,,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
312,City Rexall Drug Durable Medical Equipment,349 South Main Street,Picayune,MS,39466,Main,6017984761,,,(601) 798-4761,www.cityrexalldrugs.com,6,6,7,19,,1,,Laura Lumpkin,Durable Medical Equipment Manager,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
313,Clark Clinic,321 Highway 13 South,Morton,MS,39117,Main,6017328612,,,(601) 732-8408,www.rushhealthsystems.org ,7,6,7,20,"link doesn't take you directly to clark center, but there's a readily available list of services and locations",1,,Brittney McCurdy,Office Manager,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
314,North Mississippi Medical Center-West Point,835 Medical Center Drive,West Point,MS,39773,Main,6624952300,,,,https://www.nmhs.net/locations/profile/north-mississippi-medical-center-west-point/,6,7,7,20,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
315,Closer Healthcare Government,521 Old Dixie Highway,Tequesta,FL,33469,Main,5617439974,,,630-238-6581,www.healthcarescores.com,1,1,1,3,link doesn't work. not in MS,0,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
316,Co-Med Health Care*,317 North Church Ave,Louisville,MS,39339,Main,6627737066,,,,https://www.comedhealthcareservices.com ,7,7,7,21,Temporarily closed,0,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
317,"Coastal County Imaging Service, LLC",4320 15th Street,Gulfport,MS,39501,Main,2288682780,,,(228) 868-4930,,1,1,1,3,,1,frankcci@yahoo.com,Frank Downey,Administrator,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
318,Coastal Family Health Center,4770 Amoco Drive,Escatawpa,MS,39552,Main,2284749511,,,(228) 474-9506,coastalfamilyhealth.org ,7,6,7,20,,1,,Candice Durgan,Patient Service Representative,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
319,"Coastal Family Health Center, Incorporated/Administrative Office",700 Hardy Street,Hattiesburg,MS,39401,Main,2283742494,Other,2283742713,(662) 846-6164,www.coastalfamilyhealth.org ,7,6,7,20,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
320,Coastal Family Health Center - D'Iberville,3446 Big Ridge Road,D'Iberville,MS,39540,Main,2283742494,,,(228) 392-4157,www.coastalfamilyhealthclinic.org ,7,6,7,20,,1,,Barbara Jackson,Patient Service Representative,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
321,Coastal Family Health Center - Moss Point,4770 Amoco Drive,Moss Point,MS,39563,Main,2284749511,,,(228) 374-0856,www.coastalfamilyhealth.org ,7,6,7,20,,1,,Angel Summers,Practice Manager,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
322,Coastal Family Health Center/Gulfport,15024 Martin Luther King Boulevard,Gulfport,MS,39501,Main,2283742494,Toll Free Hotline,8773744991,(228) 863-7917,www.coastalfamilyhealth.org,7,6,7,20,,1,,Rasinee Hathorn,Practice Manager,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
323,Coastal Family Health Center/Pass Christian,257 Davis Avenue,Pass Christian,MS,39570,Main,2284526284,,,,www.coastalfamilyhealth.org,7,6,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
324,Coastal Family Health Center/Saucier,23453 Central Drive,Saucier,MS,39574,Main,2288327223,,,,www.coastalfamilyhealth.org,7,6,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
325,Coastal Family Health Center/Vancleave ,10828 Highway 57 North,Vancleave,MS,39565,Main,2288264711,,,(228) 826-5929,www.coastalfamilyhealth.org,7,6,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
326,Coastal Health and Rehabilitation Center,1530 Broad Ave,Gulfport,MS,39503,Main,2288646544,,,,https://centers.consulatehc.com/ms/gulfport/1530-broad-ave,7,7,7,21,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0
327,Coastal Therapeutics Inc.,1234 Hillcrest Road,Mobile,AL,36695,Main,2516336235,,,(251) 633-6237,http://www.coastaltherapeutics.com/,5,5,5,15,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
328,Coast Cardiology Center,14055 Seaway Road,Gulfport,MS,39503,Main,2288685555,,,(228) 574-2001,https://wearememorial.com/locations/coast-cardiology-center/,7,7,7,21,,1,,Stephanie Stafford,Human Resource Payroll,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
329,Coast Cardiology Center,290-B Hancock Square,Bay St. Louis,MS,39520,Main,2284662700,,,(228) 466-9918,www.coastcardiology.com ,1,1,1,3,link doesn't work. can't find location on the above site. no obvious website when googling--pretty sure no longer in business,1,,Emily,Front Desk,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
330,"Coast Medical Supply, Incorporated- Biloxi",951 Howard Avenue,Biloxi,MS,39533,Main,2284662700,,,(662) 846-6164,www.coastmedicalsupply.com ,1,1,1,3,lnk doesn't work. number not in service,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
331,Cochlear Americas,10350 Park Meadows Drive,Lone Tree,CO,80111,Main,3037909010,,,(662) 846-6164,http://www.cochlear.com/wps/wcm/connect/us/home ,5,5,5,15,hearing inplant specialists available in MS--easily findable on site,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
